fii_name,quote,dividend_yield,price_book_ratio,liquidity,appreciation_12months,vacancy,number_unit_holders,issued_units,net_asset_value_per_unit,net_asset_value,last_dividend_payment,corporate_name,cnpj,target_audience,invest_objective,market_sector,fund_type,fund_term,management_type,management_fee,date_process
RBRS11,"R$ 42,41","1,93%","0,46","R$ 66,42 K","-17,94%","23,37%",1.117,1.734.288,"R$ 91,86","R$ 159,31 Milhões","R$ 0,07",RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.517.660/0001-91,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"1,0% a.a sobre o patrimônio líquido (mínimo de R$ 35.000,00 mensais)",2024-11-09
RBDS11,"R$ 3,09","0,00%","0,16","R$ 435,00","14,87%",-,891,126.512,"R$ 18,75","R$ 2,37 Milhões","R$ 2,35",RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.945.604/0001-27,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,"1,4% a.a",2024-11-09
QAMI11,"R$ 84,68","0,00%","0,90","R$ 34,60 K","1,93%",-,1.436,801.387,"R$ 94,51","R$ 75,74 Milhões","R$ 1,00",QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.400.264/0001-29,Geral,Híbridos,Híbrido,Fundo de papel,Indeterminado,Ativa,"1,00% a.a sobre o patrimônio líquido (mínimo de R$ 36.000,00 mensais)",2024-11-09
REIT11,"R$ 90,06","9,83%","0,32",R$ -,"-29,24%",-,66,26.280,"R$ 282,97","R$ 7,44 Milhões","R$ 2,34",SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO,16.841.067/0001-99,Investidor Qualificado,Títulos e valores mobiliários,Outros,Fundo de papel,Indeterminado,Ativa,"1,36% a.a. sobre patrimônio líquido",2024-11-09
BICE11,"R$ 950,00","9,15%","0,93","R$ 32,65 K","6,03%",-,114,119.342,"R$ 1.024,66","R$ 122,30 Milhões","R$ 4,93",BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,39.332.032/0001-20,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Determinado,Ativa,"1,25% a.a. sobre patrimônio líquido (mínimo R$60.000,00 mensais)",2024-11-09
HAAA11,"R$ 33,11","6,64%","0,44","R$ 916,00","-29,36%","18,00%",244,3.454.989,"R$ 75,64","R$ 261,33 Milhões","R$ 0,08",HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.445.482/0001-40,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"0,60% a.a. sobre patrimônio líquido",2024-11-09
OGHY11,"R$ 8,72","1,03%","0,92","R$ 24,00 K","-4,60%",-,1.560,2.715.362,"R$ 9,49","R$ 25,78 Milhões","R$ 0,09",ÓRAMA HIGH YIELD FDO INV IMOB,47.240.631/0001-41,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
CTXT11,"R$ 6,98","0,00%","0,26","R$ 2,90 K","-41,44%","100,00%",2.454,3.921.423,"R$ 27,20","R$ 106,67 Milhões","R$ 0,01",FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERNACIONAL,00.762.723/0001-28,Geral,Desenvolvimento para renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,265% a.a sobre patrimônio liquido (minimo R$26.819,99 mensais)",2024-11-09
MCFF11,"R$ 10,01","0,00%","0,95",R$ -,"0,70%",-,4.405,13.039.937,"R$ 10,50","R$ 136,87 Milhões","R$ 0,11",MAUÁ CAPITAL FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.642.139/0001-86,Geral,Títulos e valores mobiliários,Outros,Fundo de papel,Indeterminado,Ativa,,2024-11-09
PICE11,"R$ 33,57","0,00%","0,20","R$ 236,25 K","-48,64%",-,3.519,5.151.447,"R$ 170,14","R$ 876,47 Milhões","R$  0,00",PÁTRIA INFRAESTRUTURA ENERGIA CORE FIP INFRA,34.027.597/0001-80,Geral,,Fundo de Investimentos em Participações (FIP),Outro,Determinado,Ativa,"2,20% a.a.",2024-11-09
FAMB11B,"R$ 609,99","0,00%","0,28","R$ 47,00 K","-20,26%","89,31%",2.280,122.527,"R$ 2.147,55","R$ 263,16 Milhões","R$ 9,16",FUNDO DE INVESTIMENTO IMOBILIÁRIO - EDIFÍCIO ALMIRANTE BARROSO,05.562.312/0001-02,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"2,50% a.m sobre receita operacional",2024-11-09
BREV11,"R$ 105,00","0,00%",-,"R$ 192,86 K",-,-,315,967.190,R$ -,R$ -,"R$ 0,58",BRAZIL REAL ESTATE VICTORY FUND I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.195.121/0001-20,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,1% a.a sobre patrimônio liquido,2024-11-09
MCEM11,"R$ 109,00","0,00%","1,82","R$ 1,37 K","8,78%",-,111,1.444.849,"R$ 59,98","R$ 86,66 Milhões","R$  0,00",MÉRITO CEMITÉRIOS FII - FDO DE INV IMOB,46.157.247/0001-17,Geral,Híbridos,Outros,Outro,Indeterminado,Ativa,,2024-11-09
RTEL11,R$ -,"21,58%",-,R$ -,,-,535,347.189,"R$ 104,29","R$ 36,21 Milhões","R$ 0,15",BRC-II FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.862.625/0001-75,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,"1,75% a.a.",2024-11-09
EDFO11,"R$ 156,00","8,69%","0,70","R$ 7,90 K","-9,26%","21,20%",515,235.989,"R$ 223,35","R$ 52,71 Milhões","R$ 1,30",FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OUROINVEST,06.175.262/0001-73,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,30% a.a",2024-11-09
CJCT11,"R$ 52,00","3,19%","0,72","R$ 27,16 K","-22,81%","58,00%",981,3.139.989,"R$ 71,81","R$ 225,50 Milhões","R$ 0,09",CIDADE JARDIM CONTINENTAL TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO,10.347.985/0001-80,Investidor Qualificado,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,70% a.a",2024-11-09
PNCR11,R$ -,"18,00%",-,"R$ 277,32 K",,-,104,499.989,"R$ 63,07","R$ 31,54 Milhões","R$ 0,76",PANORAMA CRÉDITO RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,50.569.855/0001-06,Geral,Híbridos,Outros,Fundo de papel,Indeterminado,Ativa,"0,70% a.a.",2024-11-09
WSEC11,"R$ 8,17","14,63%","0,80","R$ 33,22 K","8,36%",-,547,2.456.499,"R$ 10,20","R$ 25,05 Milhões","R$ 0,09",WARREN SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.440.579/0001-16,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,00% a.a.",2024-11-09
PMIS11,"R$ 8,98","11,36%","0,96","R$ 349,83 K","2,16%",-,8.083,14.803.231,"R$ 9,37","R$ 138,69 Milhões","R$ 0,10",Paramis Hedge Fund,51.868.778/0001-58,Geral,Títulos e valores mobiliários,Híbrido,Outro,Indeterminado,Ativa,,2024-11-09
JASC11,"R$ 103,00","6,80%","0,96","R$ 311,04 K","5,23%","0,80%",165,3.489.331,"R$ 107,26","R$ 374,27 Milhões","R$ 0,61",JASC RENDA VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.886.241/0001-02,Geral,Renda,Outros,Fundo de Tijolo,Indeterminado,Ativa,"1,00% a.a.",2024-11-09
SMRE11,"R$ 99,00","6,47%","0,90","R$ 164,50 K","5,57%",-,2,447.859,"R$ 109,74","R$ 49,15 Milhões","R$ 1,01",FUNDO DE INVESTIMENTO IMOBILIÁRIO SMART REAL ESTATE – FII RESPONSABILIDADE LIMITADA,53.730.029/0001-95,Investidor Qualificado,Híbridos,Outros,Outro,Indeterminado,Ativa,"0,22%",2024-11-09
SIGR11,"R$ 99,90","5,33%","0,99","R$ 100,00","3,03%",-,130,389.398,"R$ 101,03","R$ 39,34 Milhões","R$ 1,14",SIG CAPITAL RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.011.324/0001-40,Investidor Qualificado,Títulos e valores mobiliários,Outros,Fundo de papel,Indeterminado,Ativa,,2024-11-09
ARXD11,"R$ 8,60","14,30%","0,89","R$ 120,31 K","1,90%",-,556,6.548.939,"R$ 9,71","R$ 63,61 Milhões","R$ 0,10",ARX DOVER RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,44.527.494/0001-32,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,02%",2024-11-09
EDFO11B,"R$ 229,98","6,91%","1,03","R$ 7,90 K","34,41%","7,10%",521,235.989,"R$ 223,51","R$ 52,75 Milhões","R$ 1,82",FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OUROINVEST,06.175.262/0001-73,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,30% a.a",2024-11-09
CCRF11,"R$ 92,50","0,00%","0,99","R$ 976,00","17,34%",-,312,1.571.889,"R$ 93,23","R$ 146,55 Milhões","R$ 0,63",CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.011.268/0001-43,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,00% a.a sobre patrimônio líquido",2024-11-09
SRVD11,"R$ 3,00","0,00%","-275,96","R$ 234,00",-,-,103,96.286.009,"R$ -0,01","R$ -1,05 Milhão","R$ 0,20",SERRA VERDE FUNDO DE INVESTIMENTO IMOBILIÁRIO,38.082.796/0001-41,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,05% a.a. sobre patrimônio líquido",2024-11-09
SHDP11B,"R$ 1.192,91","7,48%","0,84",R$ -,"23,95%",-,2,1.189.714,"R$ 1.421,10","R$ 1,69 Bilhão","R$ 6,66",FUNDO DE INVESTIMENTO IMOBILIÁRIO - SHOPPING PARQUE DOM PEDRO,07.224.019/0001-60,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,30% a.a sobre patrimônio liquido",2024-11-09
CPLG11,"R$ 10,90","1,66%","1,10","R$ 2,60 M","11,11%",-,154,32.345.209,"R$ 9,95","R$ 321,80 Milhões","R$ 0,10",CAPITÂNIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,52.371.756/0001-40,Geral,Híbridos,Logístico / Indústria / Galpões,Fundo misto,Indeterminado,Ativa,,2024-11-09
BLUR11,"R$ 71,03","11,99%","0,84","R$ 3,32 K","-16,14%",-,1,89.989,"R$ 84,50","R$ 7,60 Milhões","R$ 0,60",FUNDO DE INVESTIMENTO IMOBILIÁRIO - BLUE RECEBÍVEIS,38.051.307/0001-94,Geral,Híbridos,Outros,Fundo de papel,Indeterminado,Ativa,,2024-11-09
FISC11,"R$ 62,74","7,36%","0,52","R$ 1,48 K","-46,55%","10,13%",179,1.699.985,"R$ 120,49","R$ 204,83 Milhões","R$ 0,47",FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,12.804.013/0001-00,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"3,6% a.a",2024-11-09
RCFA11,"R$ 0,99","0,00%","0,05","R$ 7,62 K","-36,13%",-,275,583.915,"R$ 19,51","R$ 11,39 Milhões","R$  0,00",GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.771.586/0001-44,Investidor Qualificado,Desenvolvimento para venda,Híbrido,Fundo de desenvolvimento,Indeterminado,Passiva,"0,20% a.a",2024-11-09
RENV11,R$ -,"0,00%",-,"R$ 66,74 K",,-,475,1.026.783,"R$ 9,82","R$ 10,08 Milhões","R$  0,00",CPV ENERGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,54.174.907/0001-04,Geral,Renda,Outros,Outro,Indeterminado,Ativa,"1,25% a.a.",2024-11-09
OBAL11,R$ -,"22,91%",-,"R$ 10,67 K",,-,103,141.268,"R$ 1.131,53","R$ 159,86 Milhões","R$ 226,10",OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO,42.273.290/0001-97,Investidor Qualificado,Desenvolvimento para venda,Residencial,Fundo de desenvolvimento,Indeterminado,Ativa,"0,04% a.a.",2024-11-09
PNRC11,R$ -,"15,19%",-,"R$ 126,55 K",,-,100,410.089,"R$ 101,07","R$ 41,45 Milhões","R$ 0,80",PANORAMA REAL ESTATE CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO,46.157.348/0001-98,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,"1,00% a.a.",2024-11-09
TOUR11,,,,,,,,,,,,,,,,,,,,,2024-11-09
AFOF11,"R$ 91,94","0,00%","0,91","R$ 59,02 K","11,25%",-,2.538,691.181,"R$ 101,04","R$ 69,84 Milhões","R$ 1,00",ALIANZA FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.847.063/0001-08,Geral,Títulos e valores mobiliários,Outros,Fundo de fundos,Indeterminado,Ativa,"0,80% a.a sobre patrimônio liquido (minimo R$20.000,00 mensais)",2024-11-09
VXXV11,"R$ 685,00","13,58%","1,04","R$ 3,47 M","-27,05%",-,16,276.435,"R$ 660,33","R$ 182,55 Milhões","R$ 93,02",VX XVI - FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.982.974/0001-89,Investidor Qualificado,Renda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"0,35% a.a. sobre patrimônio líquido",2024-11-09
RBRI11,"R$ 916,82","13,09%","0,84","R$ 8,07 K","13,89%",-,95,139.654,"R$ 1.090,75","R$ 152,34 Milhões","R$ 15,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO - RBR DESENVOLVIMENTO III,32.441.656/0001-36,Investidor Qualificado,Renda,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,"0,20% a.a. sobre patrimônio líquido",2024-11-09
BTSI11,"R$ 112,35","7,92%","1,04","R$ 240,28 K","19,38%",-,169,4.208.056,"R$ 107,56","R$ 452,62 Milhões","R$ 0,75",BTSP II FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.930.464/0001-44,Geral,Desenvolvimento para renda,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,,2024-11-09
ERPA11,"R$ 133,99","7,66%","0,94","R$ 109,89 K","20,11%",-,416,500.911,"R$ 141,92","R$ 71,09 Milhões","R$ 0,84",EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,31.469.385/0001-64,Investidor Qualificado,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,17% a.a sobre patrimônio liquido (minimo R$16.000,00 mensais)",2024-11-09
BRFT11,"R$ 81,50","6,93%","0,82",R$ -,"-13,08%",-,10,1.930.539,"R$ 100,00","R$ 193,06 Milhões","R$ 1,22",Bradesco Farmtech,52.512.069/0001-06,Investidor Qualificado,Títulos e valores mobiliários,Fiagros,Fundo de papel,Indeterminado,Ativa,,2024-11-09
ATSA11,"R$ 51,07","0,98%","0,67","R$ 1,34 K","-9,05%","17,80%",285,1.751.130,"R$ 76,54","R$ 134,04 Milhões","R$ 0,50",HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,12.809.972/0001-00,Geral,Desenvolvimento para renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,50% a.a sobre valor de mercado",2024-11-09
EQIN11,"R$ 93,50","0,00%","1,00","R$ 365,15 K","0,91%",-,6.705,1.441.959,"R$ 93,69","R$ 135,10 Milhões","R$ 0,86",FUNDO DE INVESTIMENTO IMOBILIÁRIO NCH EQI HIGH YIELD RECEBÍVEIS IMOB,18.085.673/0001-57,Geral,Títulos e valores mobiliários,Outros,Fundo de papel,Indeterminado,Ativa,"0,20% a.a sobre patrimônio líquido (mínimo de R$13.000,00 mensais)",2024-11-09
MATV11,"R$ 86,63","0,00%","0,92","R$ 13,03 K","-5,59%",-,320,425.957,"R$ 93,73","R$ 39,93 Milhões","R$ 0,60",MORE GESTÃO ATIVA DE RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.076.678/0001-35,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Outro,Indeterminado,Ativa,"1,05% a.a. (mínimo R$25.000,00 mensais)",2024-11-09
ENDD11,"R$ 106,04","7,04%","0,97","R$ 430,89 K","16,95%",-,3.342,4.099.989,"R$ 109,09","R$ 447,28 Milhões","R$ 5,00",ENDURANCE DEBT FUNDO DE INVEST. PART. INFRA.,35.641.061/0001-12,Investidor Qualificado,,Fundo de Investimentos em Participações (FIP),Outro,Determinado,Ativa,"0,30% a.a.",2024-11-09
STRX11,"R$ 160,40","6,15%","1,09","R$ 400,00","32,40%",-,104,1.613.548,"R$ 146,98","R$ 237,16 Milhões","R$ 0,75",STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.044.355/0001-07,Geral,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,"0,18% a.a. sobre patrimônio líquido",2024-11-09
ZAGH11,"R$ 13,00","3,46%","1,36","R$ 879,33","32,38%",-,256,4.645.949,"R$ 9,57","R$ 44,48 Milhões","R$ 0,07",ZAGROS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,45.188.066/0001-95,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,"1,5% a.a.",2024-11-09
IMOV11,"R$ 10,00","1,80%","1,04",R$ -,"1,83%",-,2.545,10.173.548,"R$ 9,65","R$ 98,16 Milhões","R$ 0,09",NAVI HEDGE FUND FII,46.437.903/0001-35,Geral,Híbridos,Híbrido,Outro,Indeterminado,Ativa,"1,5%",2024-11-09
SJAU11,"R$ 51,10","0,00%","0,81","R$ 1,67 K","-36,14%",-,214,7.932.237,"R$ 62,84","R$ 498,48 Milhões","R$  0,00",SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.771.547/0001-47,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Passiva,"0,23% a.a. sobre patrimônio líquido",2024-11-09
ESUU11,R$ -,"0,00%",-,"R$ 85,47 K",,-,52,22.281,"R$ 326,22","R$ 7,27 Milhões","R$ 39,42",FDO INV PART IE BB VOTORANTIM ENERG SUSTENT I,13.301.469/0001-02,Investidor Qualificado,,Fundo de Investimentos em Participações (FIP),Outro,Determinado,Ativa,2% a.a,2024-11-09
WTSP11B,"R$ 36,00","13,13%","0,45","R$ 3,90 K","-1,26%",-,204,992.554,"R$ 80,82","R$ 80,22 Milhões","R$ 0,40",FUNDO DE INVESTIMENTO IMOBILIÁRIO - OURINVEST RE I,28.693.595/0001-27,Investidor Qualificado,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,"0,5% a.a sobre patrimônio liquido (minimo R$50.000,00 mensais)",2024-11-09
DAMA11,"R$ 9,80","4,90%","1,02","R$ 98,72 K","2,62%",-,694,4.620.361,"R$ 9,57","R$ 44,21 Milhões","R$ 0,08",DAMA FUNDO DE INVESTIMENTO IMOBILIÁRIO,53.866.872/0001-01,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
IFIE11,"R$ 82,00","0,00%","0,86","R$ 92,12 K","13,92%",-,7.734,900.483,"R$ 94,96","R$ 85,51 Milhões","R$ 0,41",IFI-E INTER FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.293.425/0001-83,Geral,Renda,Outros,Fundo de fundos,Indeterminado,Passiva,"0,30% a.a",2024-11-09
BZLI11,"R$ 19,78","0,00%","1,09","R$ 29,00",-,-,19,43.704.152,"R$ 18,21","R$ 795,98 Milhões","R$  0,00",BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,14.074.706/0001-02,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo misto,Indeterminado,Ativa,"0,20% a.a",2024-11-09
FTCE11B,"R$ 2.787,93","0,00%","0,98","R$ 1,37 M","-0,07%",-,121,1.133.044,"R$ 2.834,83","R$ 3,21 Bilhões","R$ 37,63",OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,01.235.622/0001-61,Investidor Qualificado,Híbridos,Híbrido,Outro,Indeterminado,Ativa,"1,00% a.a sobre patrimônio líquido",2024-11-09
RBGS11,"R$ 47,48","0,00%","0,52",R$ -,-,-,2.803,1.077.989,"R$ 90,78","R$ 97,87 Milhões","R$ 0,18",RB CAPITAL GENERAL SHOPPING SULACAP FUNDO DE INVESTIMENTO IMOBILIÁRIO,13.652.006/0001-95,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,23% a.a",2024-11-09
ROOF11,"R$ 702,68","0,00%","1,39","R$ 20,87 K","48,16%",-,74,77.484,"R$ 504,64","R$ 39,11 Milhões","R$ 41,72",FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I,38.456.598/0001-09,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,"0,30% a.a",2024-11-09
YUFI11,"R$ 89,15","2,40%","0,85",R$ -,"-3,12%","11,00%",53,492.639,"R$ 105,21","R$ 51,83 Milhões","R$ 0,10",YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.445.551/0001-06,Investidor Qualificado,Renda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"0,10% a.a. sobre patrimônio líquido",2024-11-09
ALMI11,"R$ 585,40","1,37%","0,27","R$ 24,00 K","-10,04%","55,35%",2.100,111.166,"R$ 2.172,91","R$ 241,58 Milhões","R$ 5,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO - TORRE ALMIRANTE,07.122.725/0001-00,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,383% a.a sobre patrimônio liquido (minimo R$30.000,00 mensais)",2024-11-09
TRNT11,"R$ 113,00","1,32%","0,56","R$ 34,40 K","-7,35%","38,70%",599,3.935.551,"R$ 201,97","R$ 794,87 Milhões","R$ 0,07",FUNDO DE INVESTIMENTO IMOBILIÁRIO - TORRE NORTE,04.722.883/0001-02,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"1,50% sobre rendimento mensal (mínimo R$10.000,00 mensais)",2024-11-09
DMAC11,"R$ 13,00","0,00%","2,61","R$ 26,52 K",-,-,2.347,156.097,"R$ 4,99","R$ 778,26 Mil","R$ 4,89",MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.579.348/0001-46,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Indeterminado,Passiva,"0,10% a.a. (mínimo de R$ 15 mil mensais)",2024-11-09
PNPR11,"R$ 75,50","0,00%","1,00","R$ 429,44 K","-28,77%",-,22,897.806,"R$ 75,49","R$ 67,78 Milhões","R$  0,00",PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.813.118/0001-22,Investidor Qualificado,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,"1,00% a.a sobre patrimônio líquido",2024-11-09
CFII11,"R$ 952,60","11,76%","0,92","R$ 225,03 K","6,66%",-,99,122.808,"R$ 1.040,91","R$ 127,84 Milhões","R$ 47,40",CF3 FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.325.993/0001-59,Investidor Qualificado,Desenvolvimento para venda,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,,2024-11-09
DOVL11B,"R$ 1.167,08","7,21%","1,45","R$ 19,96 K","51,78%","64,29%",95,66.395,"R$ 804,42","R$ 53,42 Milhões","R$ 5,82",DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,10.522.648/0001-81,Investidor Qualificado,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,,2024-11-09
APXM11,"R$ 98,46","7,18%","1,01","R$ 27,01 K","2,65%",-,463,2.233.738,"R$ 97,28","R$ 217,30 Milhões","R$ 0,47",FUNDO DE INVESTIMENTO IMOBILIÁRIO APEX MALLS,43.010.485/0001-07,Geral,Híbridos,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
BTYU11,R$ -,"6,17%",-,"R$ 1,25 M",,-,59,19.999.989,"R$ 10,33","R$ 206,52 Milhões","R$ 0,17",BTG PACTUAL YOU INC. DESENVOLVIMENTO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDAD,54.645.216/0001-33,Geral,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,"1,25% a.a.",2024-11-09
CFHI11,"R$ 636,00","2,20%","1,00","R$ 300,50 K","-28,68%",-,98,94.589,"R$ 632,91","R$ 59,87 Milhões","R$ 14,00",CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.508.923/0001-70,Investidor Qualificado,Híbridos,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,1% a.a,2024-11-09
FMOF11,"R$ 50,97","1,88%","0,43","R$ 3,26 K","-2,15%","30,15%",261,507.997,"R$ 117,18","R$ 59,53 Milhões","R$ 0,50",FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,01.633.741/0001-72,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"5,0% das receitas brutas auferidas",2024-11-09
SBCL11,R$ -,"0,00%",-,R$ -,,-,3,29.989,"R$ 10,75","R$ 29,04 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO FRAM CAPITAL SBCLOG,34.471.719/0001-22,Investidor Qualificado,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,"2,00% a.a. sobre patrimônio líquido (mínimo R$20.000,00 mensais)",2024-11-09
HBTT11,,,,,,,,,,,,,,,,,,,,,2024-11-09
PULV11,"R$ 9,61","11,40%","0,97","R$ 1,10 K","0,84%",-,729,12.000.229,"R$ 9,90","R$ 118,80 Milhões","R$ 0,10",FUNDO DE INV IMOB RBR CRÉD PULVERIZADO RESP LTDA,53.018.363/0001-10,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
PABY11,"R$ 14,00","0,00%","-0,55","R$ 151,00","-26,89%",-,562,758.389,"R$ -25,48","R$ -19,32 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,00.613.094/0001-74,Geral,Desenvolvimento para venda,Híbrido,Fundo de desenvolvimento,Indeterminado,Passiva,"1,99% a.a",2024-11-09
